00532441            00000005 836281       00452875NYMDGCATN'STECHER & STECHER S.    090327
00537-20            00000020 836077       00193351NYMDGSYGYPERIWAY GROUP            090204
00537-20            00000360 835443       00153041NNMDGCOLYLYRECO FRANCE            090206
00537-20            00000180 835913       00191040NNMDGS02NJM BRUNEAU               090206
00537-20            00000600 836566       00153041NNMDGCOLYLYRECO FRANCE            090206
00537-20            00001200 835447       00153041NNMDGCOLYLYRECO FRANCE            090210
00537-20            00000160 834084       00193397NNMDGSYAYSACFOM (CENTRALE)        090212
00537-20            00000020 836292       00191017NNMDGS02YCORPORATE EXPRESS FRA    090213
00537-20            00000300 836602       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090213
00537-20            00000300 836603       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090220
00539401            00000005 834587       00820051NYMDGCATNPAPETERIE AS DE TREFL    090210
00539401            00000080 835132       00193397NNMDGSYAYSACFOM (CENTRALE)        090213
00539441            00000005 834587       00820051NYMDGCATNPAPETERIE AS DE TREFL    090210
00539441            00000005 835966       00106602NNMDGSYTYPRIVAT SORBONNE-NICE     090504
00546401            00000030 836313       00193003NNMDGSYGYSPICERS                  090212
00546401            00000005 835966       00106602NNMDGSYTYPRIVAT SORBONNE-NICE     090504
00546441            00000040 836310       00138065NNMDGS02YFIDUCIAL BUREAUTIQUE     090212
00551083            00000020 831036       00174016NNMDGSYAYABAC TECHNIC BUREAU      090506
00552-17            00000010 835713       00191017NNMDGS02YCORPORATE EXPRESS FRA    090206
00552-17            00000080 834084       00193397NNMDGSYAYSACFOM (CENTRALE)        090212
00552-17            00000020 831036       00174016NNMDGSYAYABAC TECHNIC BUREAU      090506
00554-17            00000020 831036       00174016NNMDGSYAYABAC TECHNIC BUREAU      090506
00573-17            00000100 836207       00004025NNMDGCATNSOFT-CARRIER             090206
00573-17            00000010 833071       00138073NNMDGJOSYLIBRAIRIE-PAP. BLANCH    090403
00573-17            00000010 830182       00177008NNMDGJOSYAMYOT J.                 090429
00573-17            00000010 835966       00106602NNMDGSYTYPRIVAT SORBONNE-NICE     090504
00573-17            00000020 834197       00145007NNMDGSYTYPRIVAT LODDE - ORLEAN    090522
00603-17            00000005 835796       00138065NNMDGS02YFIDUCIAL BUREAUTIQUE     090206
00603-17            00000100 829387       00374100NYMDGCATNSELECT REUNION BURO S    090212
00603-17            00000015 831036       00174016NNMDGSYAYABAC TECHNIC BUREAU      090506
00605-17            00000005 834864       00103800NNMDGJOSYCOTE PAPIER              090504
00616-17            00000010 831036       00174016NNMDGSYAYABAC TECHNIC BUREAU      090506
00735011            00000030 835590       00193003NNMDGSYGYSPICERS                  090206
00735011            00000010 836285       00191017NNMDGS02YCORPORATE EXPRESS FRA    090213
00911500            00000840 834726       00160065NNMDGCOLNOFFICE DEPOT BS SAS      090206
00911500            00000105 836578       00113810NYMDGCOLYVIKING DIRECT            090209
00966-17            00000100 836229       00195382NNMDGS01YMETRO CASH AND CARRY     090211
00966-17            00000200 835137       00193397NNMDGSYAYSACFOM (CENTRALE)        090226
01033-17            00000160 835590       00193003NNMDGSYGYSPICERS                  090206
01033-17            00000320 835928       00153041NNMDGCOLYLYRECO FRANCE            090211
01033-17            00000160 835935       00153041NNMDGCOLYLYRECO FRANCE            090211
01033-17            00000020 836567       00198635NNMDGSYTNBHV RIVOLI               090213
